@id,@lon,@lat,name
1790784934,22.7553171,41.3828184,
1790784938,22.7554136,41.3829794,
1790784939,22.7551669,41.3826735,
1790784942,22.7553476,41.3830031,
1790784947,22.7550810,41.3826694,
1790784948,22.7553363,41.3827748,
1790784951,22.7550649,41.3827620,
1790784956,22.7554818,41.3829226,
1790784958,22.7555515,41.3828904,
1790784959,22.7554764,41.3830192,
1790784965,22.7555907,41.3829874,
1790784966,22.7550649,41.3828345,
1790784967,22.7550258,41.3827375,
1791473966,22.7552453,41.3828291,
1791534907,22.7531478,41.3817021,
1791598057,22.7420313,41.1725653,Казино Хит
1804963726,20.7410763,40.9140062,Хотелски комплекс „Свети Наум“
1812296549,21.0846302,40.9299992,Hotel MVR
1831180525,21.2991809,41.9503368,Кањон Матка
1851811713,21.4197970,41.9945395,
1851811715,21.4198282,41.9943979,
1851811737,21.4193183,41.9943358,
1854161940,21.4260715,42.0035292,
1858969947,21.4300513,41.9960773,
1858969948,21.4292118,41.9969704,
1858997441,21.4296443,41.9962404,
1858997443,21.4295412,41.9961810,
1858997459,21.4293488,41.9963656,
1858997461,21.4294518,41.9964250,
1859990379,21.4428088,41.9967150,
1859990460,21.4428183,41.9965162,
1859990482,21.4425154,41.9965086,
1859990580,21.4425076,41.9967078,
1859990644,21.4426618,41.9967112,
1860043009,21.4530251,41.9989057,
1860043045,21.4527101,41.9988404,
1860043073,21.4527047,41.9987472,
1860043097,21.4531140,41.9990140,
1860043100,21.4526986,41.9986439,
1860043121,21.4531074,41.9989030,
1867057597,21.4246656,41.9994314,
1867057771,21.4245472,41.9995115,
1867058067,21.4247188,41.9996516,
1867058069,21.4248372,41.9995715,
1867268176,21.4161787,41.9898437,
1867268195,21.4160032,41.9897039,
1867268226,21.4138553,41.9904481,
1867268230,21.4138564,41.9905773,
1867268232,21.4140228,41.9904860,
1867268257,21.4163082,41.9897540,
1867268291,21.4161327,41.9896141,
1868631895,21.4130538,42.0416701,
1868631907,21.4124338,42.0424500,
1868631923,21.4125701,42.0422582,
1868631962,21.4131992,42.0417860,
1868631965,21.4124330,42.0426356,
1868631975,21.4123232,42.0416429,
1868631989,21.4131581,42.0422762,
1868632023,21.4124070,42.0423036,
1868632028,21.4124060,42.0423567,
1868632046,21.4130429,42.0417811,
1868637915,21.4109274,42.0423452,
1869864089,21.4158245,41.9860918,
1869864143,21.4157762,41.9859602,
1869864171,21.4158513,41.9858406,
1869864209,21.4154383,41.9858885,
1869864211,21.4155402,41.9858526,
1869864221,21.4156206,41.9859523,
1869864300,21.4154061,41.9858247,
1869864309,21.4157279,41.9857050,
1869864322,21.4156421,41.9860759,
1869897960,21.4187828,41.9836962,
1869897982,21.4189417,41.9834624,
1869897983,21.4197134,41.9835606,
1869898007,21.4190651,41.9834086,
1869898017,21.4200280,41.9834146,
1869898019,21.4195873,41.9835885,
1869898024,21.4188157,41.9835820,
1869898030,21.4189437,41.9837022,
1869898039,21.4190001,41.9836364,
1869898099,21.4194379,41.9836738,
1869898112,21.4195847,41.9835626,
1869898113,21.4192743,41.9833607,
1869898130,21.4200299,41.9833732,
