@id,@lon,@lat,name,stars,city,street
2323236975,22.5048372,41.1405889,Holiday Han,0,Gevgelija,Marshal Tito
2377917960,20.5772167,41.5323961,Хотел Косоврасти,0,Dolno Kosovrasti,R1202
2377969279,20.8082706,41.1056053,HOTEL GARDEN,3,Ohrid,Kej Makedonija
2382428597,20.9445463,41.9230708,Нептун Петрол,2,Bogovinje,A2
2407057399,22.6379904,41.4368416,Хотел Централ,3,Strumica,Улица Маршал Тито
2411245239,22.4904618,41.1719876,Хотел Јасен,0,Negorci,7 Ноември
2411308943,22.4943084,41.1581681,Хотел Нар,2,Mrzenci,R1102
2501564485,20.710435,41.169856,Vila ENHALON,1,Misleshevo,L31220
2545330643,20.9208605,40.9856694,Lake View,1,Shurlenci,R1307
2835970547,21.7224017,42.135611,Apartman,3,Kumanovo,Иво Лола Рибар
2978030295,20.7095372,41.1703339,Villa Rosa,1,Misleshevo,L31220
2984088703,20.8016787,41.0678423,Prestol,3,Konjsko,R1301
2992064333,20.8009009,41.0666434,Granit,4,Konjsko,Долно Коњско
3076999334,21.3372648,41.0276578,Tokin House,0,Bitola,Marx and Engels
3103123140,21.7301573,42.1534515,Сателит,3,Kumanovo,R2237
3341289751,21.4315713,41.9952955,Пелистер,3,Skopje,11 Oktomvri
3361174898,21.4380987,41.9994486,Hotel De KOKA,3,Skopje,Krste Misirkov
3635690640,21.5550545,41.3325976,Салида,2,Prilep,Salida
3637338312,21.3924091,41.9984102,ОК Хотел,0,Skopje,Londonska
3673044667,21.4303313,41.995617,Square,1,Skopje,Nikola Vapcarov
3712250373,21.441776,41.9945457,Hotel Kej,3,Skopje,Kej 13 Noemvri
3826400406,20.8016881,41.1121098,Ривиера,3,Ohrid,Кузман Јосифоски
3826400420,20.8046742,41.1099144,Сити Палас,1,Ohrid,Kej Makedonija
3830722846,22.4118474,41.918669,Ледер,1,Kochani,Brakja Stavrevi
3832290369,21.440168,42.0020489,Султан,2,Skopje,Boulevard Krste Misirkov
3832290373,21.4401529,42.0021398,Голд,0,Skopje,Boulevard Krste Misirkov
3832340805,21.438941,42.0022531,Клан,1,Skopje,Евлија Челебија
3832349185,21.3743518,41.9771948,Апартмани Пантелејмон,0,Gorno Nerezi,R2138
3832352210,21.4045298,42.0310065,Луксор,2,Vizbegovo,Momin Potok
3832480726,21.4160939,42.0051439,Скопје,2,Skopje,Andon Dukov
3832493016,21.4871868,42.0073634,Hunter’s Lodge “Kamnik”,1,Skopje,Alexander of Macedon Boulevard
3832600285,21.4079869,42.0153336,Вергина,2,Skopje,8 Septemvri
3832632324,21.4201316,41.9870966,Тасино Чешмиче,2,Skopje,Белградска
3932002649,21.4115678,42.0424822,New Star,2,Vizbegovo,Hasan Prishtina
4059966727,20.7845353,41.1192679,Мизо,3,Ohrid,Vasil Stefoski
4126731457,21.4343571,41.9973371,Lounge Bar Divan,0,Skopje,
4177853091,20.911561,41.7944152,Hotel Elita,0,Gostivar,Boris Kirdich
4177951748,20.9115723,41.7943804,Elita,0,Gostivar,Boris Kirdich
4225391392,21.4157891,41.9968442,Влахо,1,Skopje,9 Мај
4277058966,20.7974658,41.111887,Вила Свети Никола,1,Ohrid,Kosta Abrash
4281626594,20.797118,41.112396,Апартмани Марија,0,Ohrid,Car Samoil
4307731896,20.6791191,41.178763,Vila Perla,1,Struga,8. Ноември
4437622043,22.5038741,41.1411114,Apollonia Hotel,1,Gevgelija,Гевгелиски Партизански одред
4496493417,21.0276195,41.9939913,Петрол Компани,2,Tetovo,Mother Teresa
4540759892,21.4215251,41.9816082,Хотел Скала,0,Skopje,Todor Aleksandrov
4757336509,21.416879,41.9986179,Hotel Elite Plaza,2,Skopje,Владимир Полежановски
4827902821,21.445242,42.0117796,Alba Hotel,1,Skopje,Bulevard Cvetan Dimov
4836883321,21.4150646,42.0004589,Skopje Home Apartment,3,Skopje,Boulevard Partizanski Odredi
4931101174,20.8058802,41.1089237,Тино,1,Ohrid,Спас Банџов
5024215571,21.446928,41.8096384,Вила Принц,0,Aldinci,
5073672548,21.9977886,41.4415393,Уни Палас 2,3,Kavadarci,Mosha Pijade
5110937025,21.4295391,41.9930093,Hotel Elsa,0,Skopje,Dame Gruev
5176232883,21.4199449,41.9926997,Queen’s Hotel,0,Skopje,Vasil Gjorgov
5411396821,21.4427131,41.8103057,Вила Принц,3,Aldinci,
5601749212,21.6199181,41.9390026,Mirror,2,Petrovec,Улица 11
5601865132,20.8035432,41.0760694,Hotel & Spa Tino Sveti Stefan,0,Shipokno,R1301
5601885730,20.8152723,41.1070136,Hotel International,3,Ohrid,R1301
5659613224,20.8081499,41.1073783,Hotel Villa Jordan,3,Ohrid,Kej Makedonija
5747737255,22.8867882,41.761921,Хотел Гогов,1,Pehchevo,Raven
5775648352,21.4380625,42.0009974,Хотел Ален,0,Skopje,191
5798854628,20.9184138,41.5211794,House of art,2,Knezhino,Кичево - Кнежино
5833924636,20.7365028,41.6487053,Lodge Hotel,1,Mavrovo,R2235
5834873232,20.6790775,41.179539,Hotel Arti,3,Struga,Амвроси Пантеќи
5837780717,20.7990804,41.0900379,Hotel Park,0,Ohrid,Saint Naum of Ohrid Boulevard
5838548288,21.3312283,41.0256315,Hotel Teatar,2,Bitola,Stefan Naumov-Stiv
5840219785,20.8088839,41.1170005,Hostel Veronika,0,Ohrid,Даме Груев
5890717255,20.8073612,41.1074146,Villa Denarius,0,Ohrid,Kej Makedonija
5911266884,20.8042065,41.0737427,Хотел Манастир Свети Стефан,1,Shipokno,R1301
6040732550,22.1806857,42.0776412,Хотел Кратис,1,Kratovo,Св. Ѓорги Кратовски
6393030286,20.7997644,41.1181085,Montenegrin Inn,0,Ohrid,Abas Emin
6551503709,21.9447499,41.5784668,Hotel z,2,Gradsko,8 Septemvri
6553424133,22.2286905,41.4158469,Moderna,3,Demir Kapija,A113
6635593327,22.5045771,41.8825619,Central Hotel,2,Vinica,Пионерска
6711993190,20.7943777,41.1218586,Hotel Flamengo,3,Ohrid,Булевар Туристичка
6716029188,21.7820478,41.7169825,International Palace,1,Veles,8-ми Септември
6775567585,21.4185394,41.9856205,Villa Alexander,1,Skopje,Todor Aleksandrov
6781572391,20.8014938,41.1174368,Sky Corner,0,Ohrid,Булевар Туристичка
6812666692,21.4366814,42.0010327,RM,1,Skopje,Леблебиџиска
6814231698,21.4375911,41.9996627,De koka,3,Skopje,Битпазарска
6821158685,21.4344666,41.9973603,Stone Bridge,0,Skopje,Kej Dimitar Vlahov
6830542290,20.8736743,41.7863558,Imperial,0,Mirdita,A2
6830542294,20.8029354,41.1278422,Vila Lovec Ohrid,0,Ohrid,Zheleznichka
6831648886,20.7984298,41.1122995,Villa cun,2,Ohrid,Tsar Samoil
6833103286,20.8091091,41.1222239,Village,0,Ohrid,7-mi Noemvri
6834500688,20.8095668,41.107422,Diplomat,2,Ohrid,Partizanska
6837039905,20.8113417,41.108465,Vila Niko,3,Ohrid,Булевар Туристичка
6867136685,20.8017031,41.0683367,Laki spa hotel,3,Konjsko,R1301
6867737585,20.7712139,41.1250537,Green Space Hotel,1,Ohrid,Goce Delcev
6906971759,22.4571824,41.633647,PANORAMA,1,Radovish,Маршал Тито
7093473749,20.7940292,41.1128514,Villa Varosh,0,Ohrid,Boro Shain
7677166388,21.3703494,42.0077019,Bulevar Hotel,1,Skopje,Boulevard Partizanski Odredi
8043782602,21.5543245,41.346345,Атлас,0,Prilep,29 Noemvri
8109416103,20.7740558,41.1222715,Далјан,3,Ohrid,R1208
8109436050,20.8027351,41.0746758,Хотел Силекс,0,Shipokno,R1301
8109460807,20.802805,41.0754796,Хотел Бетон,3,Shipokno,R1301
8109471188,20.798122,41.1123019,Вила Коста Охрид,0,Ohrid,Tsar Samoil
8109473750,20.7972458,41.084697,Хотел Инекс Горица,3,Ohrid,Saint Naum of Ohrid Boulevard
8109477957,20.7599981,41.1471777,Коцарев,1,Podmolje,A3
8109491319,20.7980025,41.1122203,Хотел Алекандрија,1,Ohrid,Kosta Abrash
8778778135,21.7435248,42.121535,Kumanovo Spa,1,Kumanovo,Kumanovska Banja
9200216153,20.8032726,41.1120589,Grand Hotel Palace,2,Ohrid,Partizanska
9200216339,21.4234219,41.9974029,Ani,2,Skopje,Borka Taleski-Modernoto
9200216343,21.4380384,42.0006611,Doa,2,Skopje,190
9200216433,21.4253898,42.0004054,Villa Nina,3,Skopje,Orce Nikolov
9200216567,21.429975,41.9955032,Cara,2,Skopje,Nikola Vapcarov
9200216720,21.4380515,42.0021157,Santos,3,Skopje,Бојаџиска
9245344480,21.4150013,42.0008751,Dolce International Hotel,2,Skopje,Црвена Вода
9885763507,20.6886831,41.7099046,Hotel Korab Trnica,3,Volkovija,R1202
10128561896,21.3997882,41.9945949,Living Rooms,2,Skopje,Dzumajska
10177783540,22.5087196,41.8858853,Хотел Александар Парк,3,Vinica,Булевар Маршал Тито
10178375698,21.416194,41.9953194,Rose Diplomatique,0,Skopje,Rosa Luxemburg
10202167135,20.6739849,41.1746843,Venecia Plaza,3,Struga,Vlado Maleski
10202167139,20.6783383,41.1763784,Seasons,3,Struga,Гоце Делчев
10211871892,21.4458585,42.000243,Andalus,3,Skopje,171
10211871902,21.07488,41.9887,AGP Hotel,0,Zhelino,Mother Teresa
1000000028212242,21.4055135,42.0109433,Хотел „Александар Палас“,2,Skopje,Велосипедска патека Кеј
1000000028212860,21.4360308,41.9945973,Holiday Inn Skopje,4,Skopje,Kej 13 Noemvri
1000000032854672,21.4346231,41.9973471,Hotel Stone Bridge,5,Skopje,Kej Dimitar Vlahov
1000000032886132,21.426572,42.0065443,Park Hotel & Spa,3,Skopje,Велосипедска патека Кеј
1000000035041460,21.4120506,42.0421942,Хотел Њу Стар,3,Skopje,Гарсија Лорка
1000000038135725,22.4069512,41.9638593,Еуро Хотел Градче,0,Pashadzhikovo,R1309
1000000039522679,21.3358913,41.0272794,Хотел Епинал,1,Bitola,Широк Сокак
1000000043723187,21.4293261,41.996934,Хотел Јадран,3,Skopje,Nikola Kljusev
1000000087890999,20.9714254,42.0092008,Hotel Lirak,1,Tetovo,Marshal Tito St
1000000121511798,21.4192278,41.9950478,Хотел Мола,3,Skopje,Шумадиска
1000000123273648,21.4075364,42.0018992,Хотел Карпош,4,Skopje,Шекспирова
1000000123273652,21.4386311,41.9993482,Super 8,1,Skopje,Goce Delčev Boulevard
1000000140100510,21.4491013,41.9610698,Хотел Наис,1,Skopje,Христо Татарчев 22 А
1000000151212910,21.4139304,41.9905086,Аристократ палас,1,Skopje,Елисие Поповски Марко
1000000152453735,21.3978508,42.015596,Евро сет Хотел,0,Skopje,Skupi
1000000152453780,21.4027737,42.0140307,Портал хотел,3,Skopje,Skupi
1000000155054080,21.2969299,41.0383157,Капри,1,Bitola,R2331
1000000155054086,21.3355349,41.0287827,Millenium,0,Bitola,Широк Сокак
1000000163279467,21.4245369,41.9986578,Дувет,3,Skopje,Наум Наумовски Борче
1000000167704220,22.7553323,41.3828443,Цар Самуил,2,Bansko,R1402
1000000174510458,21.4195378,41.9944376,Сити 5,0,Skopje,Митрополит Теодосиј Гологанов
1000000175282382,21.4294965,41.996303,Хотел Дувет,2,Skopje,Nikola Kljusev
1000000175413664,21.4531442,41.9987895,Хотел Континентал,3,Skopje,Alexander of Macedon Boulevard
1000000176147430,21.4246922,41.9995415,Хотел Амбасадор,0,Skopje,Pirinska
1000000176173909,21.4161557,41.9897289,Викторија,2,Skopje,Славе Деловски
1000000176448663,21.4156286,41.9858984,Вила Водно,3,Skopje,Периша Савелиќ
1000000176465615,21.4194063,41.9835314,Панорама Резиденс,3,Skopje,Тодор Александров
1000000176481145,21.438763,42.0016563,Hotel Arka,1,Skopje,Битпазарска
1000000176939271,22.3559215,42.0331199,Одмаралиште на МВР,1,Jastrebnik,R1309
1000000177682992,21.4226094,41.9953523,Лаки,2,Skopje,Leninova
1000000180444263,22.545509,41.1353144,Казино Фламинго,3,Bogorodica,A115
1000000180455562,22.5399716,41.1406612,Hotel Ramada Princess,1,Bogorodica,Friendship
1000000180455564,22.5401296,41.1404652,Принцез Касино,1,Bogorodica,Friendship
1000000181361249,22.7219932,41.1857031,Казино Ројал,1,Star Dojran,Маршал Тито
1000000181727866,22.3628113,42.2092075,Хотел Манастир Св. Јоаким Осоговски,3,Varovishte,kon manastir Sv. Joakim Osogovski
1000000183761454,22.4699519,41.9089232,Хотел Шагал,3,Istibanja,A3
1000000183984197,22.449119,41.9143678,Хотел Филипов,1,Orizari,A3
1000000184818357,21.2259793,41.0360102,Хотел Молика,2,Magarevo,R29372
1000000194019583,20.7910618,41.694368,Хотел Радика,2,Leunovo,R2235
1000000194654798,20.8018961,41.0586043,Hotel Bellevue,4,Dolno Konjsko,Metropol Hotel - Konjsko
1000000194654806,20.8028095,41.0754592,Хотел Бетон,0,Shipokno,R1301
1000000194654827,20.8019147,41.0574356,Метропол,0,Dolno Konjsko,Metropol Hotel - Konjsko
1000000194654833,20.8025147,41.0746618,Хотел Силекс,0,Shipokno,R1301
1000000194654848,20.8006184,41.0787289,Хотел Славија Спектар,0,Shipokno,Saint Naum of Ohrid Boulevard
1000000194654853,20.7972551,41.0846254,Хотел Инекс Горица,1,Ohrid,Saint Naum of Ohrid Boulevard
1000000194655820,20.8018843,41.0565886,Турист,3,Dolno Konjsko,R1301
1000000194742547,20.6475003,41.1421116,Комплекс Хотел Изгрев,5,Kalishta,Via Egnatia
1000000217836577,20.7528459,41.1581624,Амбасадор,0,Podmolje,Подмоље
1000000217836901,20.7599731,41.1471644,Коцарев,2,Podmolje,A3
1000000217930175,20.807141,41.0113879,Десарет,0,Peshtani,R1301
1000000222675889,21.3357097,41.0291026,Robevski lux,3,Bitola,Широк Сокак
1000000223386513,21.4304826,41.9961031,Хотел Мериот Скопје,5,Skopje,Macedonia Square
1000000223409538,21.4243123,42.0023282,Хотел Резиденс Ин,3,Skopje,Kole Nedelkovski
1000000226993432,20.9582554,41.5099222,Хотел Кичево,1,Kichevo,Rudnichka
1000000230048550,20.9620903,41.5190726,Arabella,2,Kichevo,Marsal Tito
1000000232344325,22.6497393,41.4394275,Хотел Глигоров,0,Strumica,Kliment Ohridski
1000000233992045,20.6463013,41.140633,Хотел Макпетрол,3,Kalishta,R1208
1000000241797621,20.9379476,41.5119947,Хотел Крушино,2,Kichevo,Кичево - Кнежино
1000000245968817,21.4071848,41.9940776,Pine Hotel,3,Skopje,Mile Pop Jordanov
1000000248521653,21.4185347,41.9856193,Вила Рагуза,3,Skopje,Todor Aleksandrov
1000000248521664,21.4202964,41.9835098,Panoramika Design Hotel,2,Skopje,Todor Aleksandrov
1000000263599520,20.9133957,40.9390716,Рива,3,Stenje,L50923
1000000266131949,21.4221637,42.0023916,Hotel City Park,1,Skopje,Mihail Cokov
1000000279373100,20.9585436,41.9861912,Emka,2,Tetovo,Илинденска
1000000279392655,21.4391786,41.9966358,Opera House Hotel Skopje,4,Skopje,Пајко Маало
1000000279392659,21.4396919,41.9968066,Luxury Skopje Apartments,2,Skopje,Пајко Маало
1000000291665631,22.5037072,41.7408643,Бел камен,0,Kozbunar,R2431
1000000296621005,20.9656149,41.9849265,Hotel Royal,0,Tetovo,Mother Teresa
1000000302754976,21.4295089,41.9955022,Solun,2,Skopje,Nikola Vapcarov
1000000305673424,20.7980118,41.1122005,Хотел Алекандрија,0,Ohrid,Kosta Abrash
1000000305673425,20.798142,41.1122708,Вила Коста Охрид,2,Ohrid,Tsar Samoil
1000000338584291,21.5485639,41.3432149,Хотел Липа ГА,0,Prilep,Dimo Dimoski-Narednikot
1000000358395489,21.4041092,41.9969872,ТЦЦ Гранд Плаза,4,Skopje,8 Septemvri
1000000361574501,21.5417812,41.3452207,Кристал Палас,0,Prilep,Arhiepiskop Dositej
1000000364663469,20.7355974,41.6770937,Hotel Golden Place,5,Mavrovo,R2235
1000000364663470,20.733884,41.658653,Mia's Favorite Hotel Mavrovo,2,Mavrovo,R2235
1000000365651450,22.7707819,41.9657307,Хотел Македонија,1,Delchevo,Marshal Tito
1000000368250859,21.420412,41.98537,Hotel Europe,2,Skopje,Тасино Чешмиче
1000000370307853,22.7221842,41.1852381,Хотел Романтик Дорјан,4,Star Dojran,Маршал Тито
1000000379748884,21.4371703,41.9902618,Премиер,2,Skopje,Josif Josifovski Sveshtarot
1000000379878806,21.4395502,42.0014612,Хамбург,3,Skopje,113
1000000379884572,21.4260665,42.0033629,Софка Парк - Кај Ефто,2,Skopje,Јордан Хаџиконстантинов Џинот
1000000379884574,21.4258146,42.003496,Томче Софка,2,Skopje,Јордан Хаџиконстантинов Џинот
1000000379905370,21.4268082,41.9839098,Вила Силија,0,Skopje,Церска
1000000380142035,21.25501,41.0431692,Шумски Фенери,3,Trnovo,L50146
1000000388871331,20.8826762,42.0139024,Хотел Попова Шапа,2,Lisec,R1209
1000000389055599,20.8813051,42.0161769,Скардус,3,Gajre,R1209
1000000389055614,20.8850986,42.0125368,Snow Patrol,0,Lisec,R1209
1000000389055617,20.8838465,42.0132698,Хотел Тетекс,1,Lisec,R1209
1000000409230498,21.4261639,41.9835503,Hi Skopje Hostel,2,Skopje,Рилски Конгрес
1000000409230503,21.4259318,41.9859181,Хотел Леонардо,3,Skopje,Partenij Zografski
1000000410925017,21.5520451,41.9968089,Бест Вестерн Хотел Белви,0,Ilinden,A202
1000000412064016,21.4176535,41.9985469,Glam,0,Skopje,Владимир Полежановски
1000000438266772,21.3332442,41.0256558,Премиер Центар,2,Bitola,Stefan Naumov-Stiv
1000000444790314,22.189565,41.735879,Urbanista - Boutique Hotel,2,Shtip,General Mihaylo Apostolski St.
1000000448923278,20.7740544,41.1222242,Далјан,3,Ohrid,R1208
1000000449427786,22.8937853,41.6727971,Aurora,1,Berovo,R1310
1000000474869849,21.436237,42.0017238,Bushi Resort & Spa,5,Skopje,Божидар Аџија
1000000474869852,21.4367793,42.001719,Hotel Old Bazaar,1,Skopje,Кавтанџиска
1000000476217893,21.4492737,41.9973856,VIP,1,Skopje,164
1000000483625534,20.6506348,41.1451692,Хотел Бисер,0,Kalishta,L31224
1000000507859523,20.6792621,41.1734961,Хотел Дрим,4,Struga,Партизанска
1000000511393564,20.9155298,40.9791518,Хотел „Европа“,0,Oteshevo,R1307
1000000520541600,21.4445839,41.9941814,Apart Hotel Kalonis,3,Skopje,Veleshka
1000000520541803,21.7328177,42.1235642,Hotel Bella Donna,1,Kumanovo,Бранко Богдански Гуцман
1000000567699030,21.407496,41.9930042,Hotel Garden Spa,4,Skopje,Zagrepska
1000000580951344,20.6749164,41.17441,Плажа,0,Struga,Vlado Maleski
1000000582503066,20.6785877,41.1774626,Блу Скај,1,Struga,Boris Kidrich
1000000585471790,21.0065567,41.0448891,Royal L Hotel,1,Carev Dvor,R1307
1000000587843393,21.465296,41.9928212,Hotel Russia,1,Skopje,Булевар Асном
1000000591021799,20.8102713,41.1052876,UNIQUE,5,Ohrid,Партизанска
1000000613902029,21.4297123,41.9970513,Ibis Skopje City Center,2,Skopje,Vasil Iljoski
1000000617694630,20.7359108,41.6525493,Sport Hotel,3,Mavrovo,R2235
1000000655894740,21.4730406,41.9903893,DoubleTree by Hilton Skopje,5,Skopje,Булевар Асном
1000000707103990,21.7329664,42.1208145,Хотел Мимоза,1,Kumanovo,Титова Митровачка
1000000723398391,22.09699,41.4946766,Памела,3,Negotino,Маршал Тито
1000000759409365,20.7940771,41.1129173,Villa Varosh,1,Ohrid,Boro Shain
1000000764526738,21.7554801,41.7782978,Романтик,3,Bashino Selo,R1102
1000000890873477,21.2529808,41.3646694,Монтана,4,Krushevo,Pitu Guli
1000000890874598,21.2484195,41.3634283,Панорама,0,Krushevo,Kocha Milenku
1000000890874600,21.2510979,41.3635084,Илинден,3,Krushevo OT,Kocha Milenku
1000000948701857,21.7440082,42.1216444,Kumanovo Spa,2,Kumanovo,Kumanovska Banja
1000001004712037,21.4294537,41.991871,Хотел Бристол,3,Skopje,Makedonija
1000001041257770,22.1776034,42.0004661,Црешово Топче,1,Probishtip,Ленинова
1000001080938499,21.2552919,41.0443794,Шатор,0,Trnovo,L50146
1000001107785872,22.7225307,41.1842882,Полин,3,Star Dojran,Маршал Тито
